id,transportation_mode,provider,starting_point,transportation_class,departure_location,arrival_location,distance,price
950,Bus,Lorena,nearest bus terminal,Suite,Bogor,Yogyakarta,422.78231889794927,317086.7391734619
951,Plane,Lion Air,Bandar Udara Bireuen,Business,Aceh,Yogyakarta,2014.7223682251845,3928708.61803911
952,Train,PT KAI,Brebes,Business,Brebes,Yogyakarta,192.6946821360098,200402.4694214502
953,Train,PT KAI,Maseng,Business,Bogor,Yogyakarta,422.78231889794927,439693.6116538673
954,Plane,NAM Air,Bandar Udara Bali Baru,Business,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,2222871.49758974
955,Bus,Lorena,nearest bus terminal,Suite,Kepulauan Riau,Yogyakarta,1077.3258575676762,807994.393175757
956,Bus,Rosalia Indah,nearest bus terminal,Business,Jayapura,Yogyakarta,3414.685867411479,2219545.8138174615
957,Bus,Hiba,nearest bus terminal,Business,Tegal,Yogyakarta,170.24107027498275,110656.69567873879
958,Train,PT KAI,Rambipuji,Suite,Jember,Yogyakarta,368.1953643126563,441834.4371751876
959,Train,PT KAI,Baron,Economic,Nganjuk,Yogyakarta,178.75205838611703,143001.64670889362
960,Train,PT KAI,Cisauk,Suite,Tangerang,Yogyakarta,457.6054446069322,549126.5335283186
961,Train,PT KAI,Barat,Economic,Magetan,Yogyakarta,112.68790797419841,90150.32637935872
962,Bus,Dewi Sri,nearest bus terminal,Suite,Kepulauan Bangka Belitung,Yogyakarta,732.9651988925159,549723.8991693868
963,Plane,Garuda Indonesia,Bandar Udara Enggano,Suite,Jambi,Yogyakarta,1080.9267465522385,2432085.1797425365
964,Train,PT KAI,Lubuk Buaya,Business,Padang,Yogyakarta,1356.2769455231717,1410528.0233440986
965,Train,PT KAI,Garum,Economic,Blitar,Yogyakarta,198.62929149028835,158903.43319223067
966,Bus,Budiman,nearest bus terminal,Business,Magetan,Yogyakarta,112.68790797419841,73247.14018322897
967,Plane,Citilink,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Economic,Kalimantan Utara,Yogyakarta,1378.4708290615852,2067706.2435923778
968,Plane,Citilink,Bandar Udara Ngloram (Bandar Udara Blora),Suite,Jawa Barat,Yogyakarta,324.18707186347507,729420.9116928189
969,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Suite,Nusa Tenggara Barat,Yogyakarta,751.9764194127964,563982.3145595973
970,Bus,Mayasari,nearest bus terminal,Economic,Sidoarjo,Yogyakarta,259.52981703864833,129764.90851932416
971,Plane,Lion Air,Unknown Airport,Business,Banten,Yogyakarta,496.92179636711603,968997.5029158763
972,Train,PT KAI,Parung Kuda,Business,Sukabumi,Yogyakarta,413.1162545173275,429640.9046980206
973,Plane,Batik Air,Bandar Udara Benjina,Business,Maluku,Yogyakarta,1987.6613976835763,3875939.725482974
974,Bus,Lorena,nearest bus terminal,Business,Magetan,Yogyakarta,112.68790797419841,73247.14018322897
975,Train,PT KAI,Cilejit,Suite,Bogor,Yogyakarta,422.78231889794927,507338.78267753916
976,Train,PT KAI,Solo Balapan,Suite,Surakarta,Yogyakarta,68.04500135455822,81654.00162546987
977,Bus,Lorena,nearest bus terminal,Suite,Magetan,Yogyakarta,112.68790797419841,84515.93098064882
978,Bus,Lorena,nearest bus terminal,Suite,Lampung,Yogyakarta,684.1841734461109,513138.1300845832
979,Bus,Nusantara,nearest bus terminal,Suite,Bandung,Yogyakarta,325.89770797152363,244423.28097864272
980,Plane,Citilink,Unknown Airport,Business,Banten,Yogyakarta,496.92179636711603,968997.5029158763
981,Plane,Batik Air,Bandar Udara Ngloram (Bandar Udara Blora),Business,Jawa Timur,Yogyakarta,236.30849522541612,460801.5656895614
982,Train,PT KAI,Meluwung,Business,Banjar,Yogyakarta,732.5899586046614,761893.5569488478
983,Bus,Nusantara,nearest bus terminal,Business,Sulawesi Tengah,Yogyakarta,1350.2021561312324,877631.4014853011
984,Train,PT KAI,Duduk,Suite,Gresik,Yogyakarta,350.08148965766696,420097.78758920036
985,Train,PT KAI,Krian,Suite,Sidoarjo,Yogyakarta,259.52981703864833,311435.780446378
986,Train,PT KAI,Doplang,Suite,Blora,Yogyakarta,160.53000515612763,192636.00618735317
987,Train,PT KAI,Brumbung,Economic,Demak,Yogyakarta,120.35665720273047,96285.32576218438
988,Bus,Lorena,nearest bus terminal,Business,Sumatera Barat,Yogyakarta,1356.2848088436576,881585.1257483775
989,Train,PT KAI,Maswati,Business,Bandung Barat,Yogyakarta,347.3558014760002,361250.0335350402
990,Bus,Mayasari,nearest bus terminal,Suite,Tuban,Yogyakarta,222.337926911915,166753.44518393624
991,Bus,Sinar Jaya,nearest bus terminal,Business,Jambi,Yogyakarta,1080.9267465522385,702602.3852589551
992,Plane,Lion Air,Bandar Udara Abdulrachman Saleh,Business,Jawa Tengah,Yogyakarta,84.66775283966177,165102.11803734046
993,Bus,Lorena,nearest bus terminal,Suite,Lebak,Yogyakarta,484.56524675423674,363423.93506567756
994,Plane,PT Trigana Air Service,Bandar Udara Internasional Hang Nadim,Economic,Sumatera Selatan,Yogyakarta,877.9380166727185,1316907.0250090777
995,Bus,Sinar Jaya,nearest bus terminal,Economic,Demak,Yogyakarta,120.35665720273047,60178.32860136524
996,Bus,Nusantara,nearest bus terminal,Economic,Palembang,Yogyakarta,831.0533620962693,415526.6810481347
997,Bus,Budiman,nearest bus terminal,Suite,Sulawesi Tengah,Yogyakarta,1350.2021561312324,1012651.6170984244
998,Plane,PT Trigana Air Service,Bandar Udara Bali Baru,Business,Bali,Yogyakarta,521.9825957538203,1017866.0617199496
999,Plane,NAM Air,Bandar Udara Datah Dawai,Suite,Kalimantan Selatan,Yogyakarta,786.7319481865729,1770146.8834197891
1000,Train,PT KAI,Lebak Jero,Suite,Bandung,Yogyakarta,325.89770797152363,391077.24956582836
